Car,Datetime,Id,Capacity,Street,Number,City,Country
SB-25-SOM,2024-10-15T09:48:46.000Z,7CX2,120L,Strada Ion Luca Caragiale,2,Sibiu,Romania
SB-25-SOM,2024-10-15T09:49:26.000Z,RSK3LI,120L,Ion Luca Caragiale,8,Sibiu,Romania
SB-25-SOM,2024-10-15T09:50:55.000Z,6BJBLA,120L,Strada Reconstrucției,2 A,Sibiu,Romania
SB-25-SOM,2024-10-15T09:51:37.000Z,U67K,120L,Strada Lungă,2 E,Sibiu,Romania
SB-25-SOM,2024-10-15T09:51:40.000Z,4UBK,120L,Strada Râului,22 A,Sibiu,Romania
SB-25-SOM,2024-10-15T09:52:41.000Z,5UYP,120L,,,Sibiu,Romania
SB-25-SOM,2024-10-15T09:52:49.000Z,435TFU,120L,Strada Lungă,2,Sibiu,Romania
SB-25-SOM,2024-10-15T09:53:40.000Z,5PA5,240L,Strada Lungă,8 D,Sibiu,Romania
SB-25-SOM,2024-10-15T09:53:46.000Z,SBWR,120L,Strada Lungă,6,Sibiu,Romania
SB-25-SOM,2024-10-15T09:53:48.000Z,PITBY7,240L,Strada Lungă,8,Sibiu,Romania
SB-25-SOM,2024-10-15T09:54:06.000Z,EOJ7T5,240L,Strada Lungă,8 C,Sibiu,Romania
SB-25-SOM,2024-10-15T09:54:13.000Z,7VYE37,240L,Strada Lungă,8,Sibiu,Romania
SB-25-SOM,2024-10-15T09:54:26.000Z,5PME,240L,Strada Lungă,8 B,Sibiu,Romania
SB-25-SOM,2024-10-15T09:55:01.000Z,KVT7,120L,Strada Lungă,12,Sibiu,Romania
SB-25-SOM,2024-10-15T09:55:03.000Z,4YZE4J,120L,Strada Lungă,10,Sibiu,Romania
SB-25-SOM,2024-10-15T09:55:52.000Z,,,,,Sibiu,Romania
SB-25-SOM,2024-10-15T09:56:30.000Z,BV2OVR,120L,Strada Lungă,16,Sibiu,Romania
SB-25-SOM,2024-10-15T09:57:22.000Z,ITS2,120L,Strada Lungă,22,Sibiu,Romania
SB-25-SOM,2024-10-15T09:57:23.000Z,5M7N,240L,Strada Lungă,22 B,Sibiu,Romania
SB-25-SOM,2024-10-15T09:58:08.000Z,5FEK,120L,Strada Lungă,26 A,Sibiu,Romania
SB-25-SOM,2024-10-15T09:58:41.000Z,6ZGKYZ,240L,Strada Lungă,26,Sibiu,Romania
SB-25-SOM,2024-10-15T10:01:23.000Z,5CDN,120L,Strada General Bălan,42,Sibiu,Romania
SB-25-SOM,2024-10-15T10:01:26.000Z,PEIN,120L,Strada Lungă,33,Sibiu,Romania
SB-25-SOM,2024-10-15T10:01:55.000Z,FOAUWV,240L,Strada General Bălan,51,Sibiu,Romania
SB-25-SOM,2024-10-15T10:01:59.000Z,IANB,120L,Strada General Bălan,51,Sibiu,Romania
SB-25-SOM,2024-10-15T10:02:32.000Z,6RCW,120L,Strada General Bălan,40,Sibiu,Romania
SB-25-SOM,2024-10-15T10:02:35.000Z,OJJ3,120L,Strada General Bălan,47,Sibiu,Romania
SB-25-SOM,2024-10-15T10:02:46.000Z,PI7FPO,120L,Strada General Bălan,47,Sibiu,Romania
SB-25-SOM,2024-10-15T10:04:26.000Z,MB3T,120L,Strada Lungă,25,Sibiu,Romania
SB-25-SOM,2024-10-15T10:04:35.000Z,DAES,120L,Strada General Bălan,37,Sibiu,Romania
SB-25-SOM,2024-10-15T10:05:01.000Z,QKYD,120L,Strada General Bălan,35,Sibiu,Romania
SB-25-SOM,2024-10-15T10:05:03.000Z,6732,120L,Strada General Bălan,34,Sibiu,Romania
SB-25-SOM,2024-10-15T10:05:50.000Z,OCG2,120L,Strada General Bălan,33,Sibiu,Romania
SB-25-SOM,2024-10-15T10:06:55.000Z,BGGG,120L,Strada General Bălan,28,Sibiu,Romania
SB-25-SOM,2024-10-15T10:07:22.000Z,63TS,120L,Strada General Bălan,28,Sibiu,Romania
SB-25-SOM,2024-10-15T10:07:27.000Z,5R2U,120L,Strada General Bălan,27,Sibiu,Romania
SB-25-SOM,2024-10-15T10:07:54.000Z,B2RM,120L,Strada General Bălan,23,Sibiu,Romania
SB-25-SOM,2024-10-15T10:08:07.000Z,UFIX,120L,Strada General Bălan,24,Sibiu,Romania
SB-25-SOM,2024-10-15T10:08:11.000Z,YWXV37,120L,Strada General Bălan,21,Sibiu,Romania
SB-25-SOM,2024-10-15T10:08:30.000Z,LKP3XO,120L,Strada General Bălan,22,Sibiu,Romania
SB-25-SOM,2024-10-15T10:08:32.000Z,QZMA,120L,Strada General Bălan,19,Sibiu,Romania
SB-25-SOM,2024-10-15T10:09:07.000Z,NNJ2KY,120L,Strada General Bălan,18,Sibiu,Romania
SB-25-SOM,2024-10-15T10:09:41.000Z,6BQJ,120L,Strada General Bălan,14,Sibiu,Romania
SB-25-SOM,2024-10-15T10:09:43.000Z,JA5YGO,120L,Strada General Bălan,11,Sibiu,Romania
SB-25-SOM,2024-10-15T10:10:23.000Z,EXNZ,120L,Strada General Bălan,12,Sibiu,Romania
SB-25-SOM,2024-10-15T10:10:51.000Z,,,,,Sibiu,Romania
SB-25-SOM,2024-10-15T10:11:23.000Z,OO4C,120L,Strada General Bălan,10,Sibiu,Romania
SB-25-SOM,2024-10-15T10:11:56.000Z,HW34,120L,Strada General Bălan,5,Sibiu,Romania
SB-25-SOM,2024-10-15T10:50:30.000Z,TDAR,120L,Strada Honterus,2,Sibiu,Romania
SB-25-SOM,2024-10-15T10:50:35.000Z,BDI4,120L,Strada Înfrățirii,17,Sibiu,Romania
SB-25-SOM,2024-10-15T10:51:23.000Z,Z3HP,120L,Strada Honterus,7,Sibiu,Romania
SB-25-SOM,2024-10-15T10:51:27.000Z,KY4M,120L,Strada Honterus,6,Sibiu,Romania
SB-25-SOM,2024-10-15T10:52:04.000Z,WAFM,120L,Strada Honterus,12,Sibiu,Romania
SB-25-SOM,2024-10-15T10:52:23.000Z,H7AM,120L,Strada Honterus,13,Sibiu,Romania
SB-25-SOM,2024-10-15T10:52:42.000Z,ZBXZFK,120L,Strada Honterus,26,Sibiu,Romania
SB-25-SOM,2024-10-15T10:54:01.000Z,U4YY,120L,Strada Honterus,38,Sibiu,Romania
SB-25-SOM,2024-10-15T10:54:40.000Z,6QMX,120L,Strada Honterus,33,Sibiu,Romania
SB-25-SOM,2024-10-15T10:54:53.000Z,VJBQ,120L,Strada Honterus,35,Sibiu,Romania
SB-25-SOM,2024-10-15T10:56:30.000Z,MFIU,120L,Strada Democrației,42,Sibiu,Romania
SB-25-SOM,2024-10-15T10:56:46.000Z,BNZ7,120L,Strada Democrației,39,Sibiu,Romania
SB-25-SOM,2024-10-15T10:58:27.000Z,6I6E,120L,Strada Democrației,33,Sibiu,Romania
SB-25-SOM,2024-10-15T10:58:42.000Z,2KZ2,120L,Strada Democrației,32,Sibiu,Romania
SB-25-SOM,2024-10-15T10:58:47.000Z,WIBG,120L,Strada Democrației,29,Sibiu,Romania
SB-25-SOM,2024-10-15T10:59:38.000Z,XSKK,120L,Strada Democrației,28,Sibiu,Romania
SB-25-SOM,2024-10-15T11:00:07.000Z,4DOY,120L,Strada Democrației,24,Sibiu,Romania
SB-25-SOM,2024-10-15T11:00:45.000Z,F3EENW,120L,Strada Democrației,22,Sibiu,Romania
SB-25-SOM,2024-10-15T11:00:47.000Z,6RFTUR,120L,Strada Democrației,19,Sibiu,Romania
SB-25-SOM,2024-10-15T11:01:24.000Z,EJ6F,120L,Strada Democrației,20,Sibiu,Romania
SB-25-SOM,2024-10-15T11:01:28.000Z,DOLS,120L,Strada Democrației,17,Sibiu,Romania
SB-25-SOM,2024-10-15T11:02:33.000Z,ENGP,120L,Strada Democrației,11,Sibiu,Romania
SB-25-SOM,2024-10-15T11:03:01.000Z,YDGZ,120L,Strada Democrației,14,Sibiu,Romania
SB-25-SOM,2024-10-15T11:03:59.000Z,5BEQ,120L,Strada Democrației,12,Sibiu,Romania
SB-25-SOM,2024-10-15T11:05:50.000Z,NCTD,120L,Strada Viorelelor,6,Sibiu,Romania
SB-25-SOM,2024-10-15T11:07:51.000Z,YIHVO4,120L,Strada Viorelelor,5,Sibiu,Romania
SB-25-SOM,2024-10-15T11:08:18.000Z,VZ4J,120L,Strada Viorelelor,14,Sibiu,Romania
SB-25-SOM,2024-10-15T11:08:58.000Z,2BSY,120L,Strada Viorelelor,20,Sibiu,Romania
SB-25-SOM,2024-10-15T11:09:21.000Z,WCGB,120L,Strada Viorelelor,13,Sibiu,Romania
SB-25-SOM,2024-10-15T11:10:18.000Z,ZYCY,120L,Strada Viorelelor,23,Sibiu,Romania
SB-25-SOM,2024-10-15T11:10:33.000Z,CSJJ,120L,Strada Viorelelor,21,Sibiu,Romania
SB-25-SOM,2024-10-15T11:11:31.000Z,ZU3B,120L,Strada Viorelelor,25,Sibiu,Romania
SB-25-SOM,2024-10-15T11:12:13.000Z,OCKI,120L,Strada Simion Bărnuțiu,41,Sibiu,Romania
SB-25-SOM,2024-10-15T11:12:57.000Z,2BCN5D,120L,Strada Simion Bărnuțiu,38,Sibiu,Romania
SB-25-SOM,2024-10-15T11:13:25.000Z,PJW7,120L,Strada Simion Bărnuțiu,33,Sibiu,Romania
SB-25-SOM,2024-10-15T11:13:28.000Z,J2FI,120L,Strada Simion Bărnuțiu,31,Sibiu,Romania
SB-25-SOM,2024-10-15T11:13:53.000Z,6GHW,120L,Strada Simion Bărnuțiu,32,Sibiu,Romania
SB-25-SOM,2024-10-15T11:14:13.000Z,KFY4DZ,120L,Strada Viorelelor,26,Sibiu,Romania
SB-25-SOM,2024-10-15T11:14:15.000Z,LCPJ6E,120L,Strada Simion Bărnuțiu,30,Sibiu,Romania
SB-25-SOM,2024-10-15T11:14:39.000Z,GJZX,120L,Strada Simion Bărnuțiu,28,Sibiu,Romania
SB-25-SOM,2024-10-15T11:15:06.000Z,LZCS,120L,Strada Simion Bărnuțiu,25,Sibiu,Romania
SB-25-SOM,2024-10-15T11:15:50.000Z,JPRILB,120L,Strada Simion Bărnuțiu,23,Sibiu,Romania
SB-25-SOM,2024-10-15T11:16:42.000Z,N4WDNF,120L,Strada Simion Bărnuțiu,16,Sibiu,Romania
SB-25-SOM,2024-10-15T11:17:04.000Z,Z7IT,120L,Strada Simion Bărnuțiu,14,Sibiu,Romania
SB-25-SOM,2024-10-15T11:18:19.000Z,QFFS,120L,Strada Simion Bărnuțiu,2,Sibiu,Romania
SB-25-SOM,2024-10-15T11:18:47.000Z,FECC,120L,Strada Simion Bărnuțiu,1,Sibiu,Romania
SB-25-SOM,2024-10-15T11:19:16.000Z,F3G5,120L,Strada Simion Bărnuțiu,2 A,Sibiu,Romania
SB-25-SOM,2024-10-15T11:19:56.000Z,K6LO3M,240L,Simion Bărnuțiu,1 A,Sibiu,Romania
