Car,Datetime,Id,Capacity,Street,Number,City,Country
SB-25-SOM,2024-10-15 08:10:38+00:00,7GNE,120L,Strada Țiglarilor,111,Sibiu,Romania
SB-25-SOM,2024-10-15 08:16:37+00:00,7EKJ,120L,Strada Deventer,7,Sibiu,Romania
SB-25-SOM,2024-10-15 08:17:38+00:00,7AS6,120L,Strada Deventer,15,Sibiu,Romania
SB-25-SOM,2024-10-15 08:19:41+00:00,CQS7,120L,Strada Cuptorului,38,Sibiu,Romania
SB-25-SOM,2024-10-15 08:20:25+00:00,OTAV,120L,Strada Cuptorului,36,Sibiu,Romania
SB-25-SOM,2024-10-15 08:21:09+00:00,SBEF,120L,Strada Cuptorului,34,Sibiu,Romania
SB-25-SOM,2024-10-15 08:21:25+00:00,XAI5V2,120L,Strada Cuptorului,31,Sibiu,Romania
SB-25-SOM,2024-10-15 08:21:48+00:00,F6QH,120L,Strada Cuptorului,30,Sibiu,Romania
SB-25-SOM,2024-10-15 08:22:09+00:00,IYZ6,120L,Strada Cuptorului,29,Sibiu,Romania
SB-25-SOM,2024-10-15 08:22:16+00:00,UNYVJN,120L,Strada Cuptorului,26,Sibiu,Romania
SB-25-SOM,2024-10-15 08:23:20+00:00,R6JV,120L,Strada Cuptorului,25,Sibiu,Romania
SB-25-SOM,2024-10-15 08:23:47+00:00,63NT,120L,Strada Cuptorului,23,Sibiu,Romania
SB-25-SOM,2024-10-15 08:23:51+00:00,HQHV6X,120L,Strada Cuptorului,20,Sibiu,Romania
SB-25-SOM,2024-10-15 08:24:30+00:00,73TR,120L,Strada Cuptorului,19,Sibiu,Romania
SB-25-SOM,2024-10-15 08:25:38+00:00,C2ANBH,120L,Strada Cuptorului,14 B,Sibiu,Romania
SB-25-SOM,2024-10-15 08:27:33+00:00,TDTR,120L,Strada Cuptorului,13,Sibiu,Romania
SB-25-SOM,2024-10-15 08:28:06+00:00,E5AO,120L,Strada Cuptorului,14,Sibiu,Romania
SB-25-SOM,2024-10-15 08:29:03+00:00,NL5N,120L,Strada Cuptorului,1,Sibiu,Romania
SB-25-SOM,2024-10-15 08:29:45+00:00,ZJKN,120L,Strada Cuptorului,3,Sibiu,Romania
SB-25-SOM,2024-10-15 08:30:53+00:00,X2CB,120L,Strada Cuptorului,12,Sibiu,Romania
SB-25-SOM,2024-10-15 08:30:56+00:00,JICQOG,120L,Strada Cuptorului,7 G,Sibiu,Romania
SB-25-SOM,2024-10-15 08:31:30+00:00,GPHC,120L,Strada Cuptorului,10,Sibiu,Romania
SB-25-SOM,2024-10-15 08:36:36+00:00,2CB5UZ,1.100L,Strada Cuptorului,12 B,Sibiu,Romania
SB-25-SOM,2024-10-15 08:40:11+00:00,SQK2,120L,Strada Ulmului,62,Sibiu,Romania
SB-25-SOM,2024-10-15 08:40:37+00:00,5IM6RQ,120L,Strada Ulmului,60,Sibiu,Romania
SB-25-SOM,2024-10-15 08:40:58+00:00,EFXC,120L,Strada Ulmului,56,Sibiu,Romania
SB-25-SOM,2024-10-15 08:42:44+00:00,H7KEWX,120L,Strada Ulmului,35 A,Sibiu,Romania
SB-25-SOM,2024-10-15 08:43:00+00:00,AP3D,120L,Strada Ulmului,50 A,Sibiu,Romania
SB-25-SOM,2024-10-15 08:43:50+00:00,AFE3,120L,Strada Ulmului,50 A,Sibiu,Romania
SB-25-SOM,2024-10-15 08:44:37+00:00,IJBU,120L,Strada Ulmului,46,Sibiu,Romania
SB-25-SOM,2024-10-15 08:44:39+00:00,5HUB,120L,Strada Ulmului,46,Sibiu,Romania
SB-25-SOM,2024-10-15 08:45:21+00:00,P7QA,120L,Strada Ulmului,44,Sibiu,Romania
SB-25-SOM,2024-10-15 08:46:02+00:00,G4QPXW,120L,Strada Ulmului,27,Sibiu,Romania
SB-25-SOM,2024-10-15 08:46:14+00:00,WZLA,120L,Strada Ulmului,40,Sibiu,Romania
SB-25-SOM,2024-10-15 08:48:13+00:00,I6E5,120L,Strada Ulmului,34,Sibiu,Romania
SB-25-SOM,2024-10-15 08:48:55+00:00,MCE7DG,120L,Strada Ulmului,32,Sibiu,Romania
SB-25-SOM,2024-10-15 08:49:40+00:00,ORMMLR,120L,Strada Ulmului,25,Sibiu,Romania
SB-25-SOM,2024-10-15 08:50:02+00:00,7TCM,1.100L,Strada Ulmului,28,Sibiu,Romania
SB-25-SOM,2024-10-15 08:54:22+00:00,JBCWEX,120L,Strada Florilor,12 A,Sibiu,Romania
SB-25-SOM,2024-10-15 08:58:13+00:00,W6TD,120L,Strada Ulmului,1,Sibiu,Romania
SB-25-SOM,2024-10-15 08:58:46+00:00,QZOB,120L,Strada Ulmului,5,Sibiu,Romania
SB-25-SOM,2024-10-15 08:58:47+00:00,OC26,120L,Strada Ulmului,3,Sibiu,Romania
SB-25-SOM,2024-10-15 08:59:29+00:00,5SY7,120L,Strada Ulmului,9,Sibiu,Romania
SB-25-SOM,2024-10-15 09:00:00+00:00,H5RK,120L,Strada Ulmului,15,Sibiu,Romania
SB-25-SOM,2024-10-15 09:00:31+00:00,PSMN,120L,Strada Ulmului,14,Sibiu,Romania
SB-25-SOM,2024-10-15 09:01:07+00:00,GI3Z,120L,Strada Ulmului,18,Sibiu,Romania
SB-25-SOM,2024-10-15 09:01:25+00:00,UJ6YSF,120L,Strada Ulmului,21,Sibiu,Romania
SB-25-SOM,2024-10-15 09:01:45+00:00,EGF425,120L,Strada Record,37,Sibiu,Romania
SB-25-SOM,2024-10-15 09:02:29+00:00,6TZH,120L,Strada Record,26,Sibiu,Romania
SB-25-SOM,2024-10-15 09:05:12+00:00,7KJ2,120L,Strada Lacul lui Binder,4,Sibiu,Romania
SB-25-SOM,2024-10-15 09:05:24+00:00,KK4T,120L,Strada Țiglarilor,101,Sibiu,Romania
SB-25-SOM,2024-10-15 09:06:40+00:00,SOROBW,120L,Strada Lacul lui Binder,5,Sibiu,Romania
SB-25-SOM,2024-10-15 09:07:10+00:00,LNWFHI,240L,Strada Lacul lui Binder,FN,Sibiu,Romania
SB-25-SOM,2024-10-15 09:09:44+00:00,VNCA,120L,Strada Lutului,76,Sibiu,Romania
SB-25-SOM,2024-10-15 09:09:59+00:00,UJDFJW,120L,Strada Lutului,74,Sibiu,Romania
SB-25-SOM,2024-10-15 09:10:26+00:00,46JF75,120L,Strada Lutului,60,Sibiu,Romania
SB-25-SOM,2024-10-15 09:11:46+00:00,T2X2,120L,Strada Lutului,58,Sibiu,Romania
SB-25-SOM,2024-10-15 09:12:15+00:00,43XG,120L,Strada Lutului,53,Sibiu,Romania
SB-25-SOM,2024-10-15 09:12:41+00:00,VYIT,120L,Strada Lutului,43 A,Sibiu,Romania
SB-25-SOM,2024-10-15 09:12:56+00:00,PIJZ,120L,Strada Lutului,48,Sibiu,Romania
SB-25-SOM,2024-10-15 09:14:01+00:00,B534,120L,Strada Lutului,40,Sibiu,Romania
SB-25-SOM,2024-10-15 09:14:02+00:00,RVU6,120L,Strada Lutului,35,Sibiu,Romania
SB-25-SOM,2024-10-15 09:14:29+00:00,4VYR,120L,Strada Lutului,36,Sibiu,Romania
SB-25-SOM,2024-10-15 09:14:32+00:00,SNVZ,120L,Strada Lutului,31,Sibiu,Romania
SB-25-SOM,2024-10-15 09:14:42+00:00,FFFY,120L,Strada Lutului,34,Sibiu,Romania
SB-25-SOM,2024-10-15 09:14:54+00:00,FN4Z,120L,Strada Lutului,29,Sibiu,Romania
SB-25-SOM,2024-10-15 09:15:12+00:00,YABH,120L,Strada Lutului,32,Sibiu,Romania
SB-25-SOM,2024-10-15 09:15:32+00:00,WV3D,120L,Strada Ulmului,21,Sibiu,Romania
SB-25-SOM,2024-10-15 09:16:13+00:00,N7YA,120L,Strada Lutului,22,Sibiu,Romania
SB-25-SOM,2024-10-15 09:16:15+00:00,XFJB4O,120L,Strada Lutului,17,Sibiu,Romania
SB-25-SOM,2024-10-15 09:16:47+00:00,NDM7,120L,Strada Lutului,14,Sibiu,Romania
SB-25-SOM,2024-10-15 09:17:11+00:00,AVVB,120L,Strada Lutului,8,Sibiu,Romania
SB-25-SOM,2024-10-15 09:18:59+00:00,YANR,120L,Strada Sperantei,5,Sibiu,Romania
SB-25-SOM,2024-10-15 09:20:35+00:00,KIKG,120L,Strada Carpaților,2,Sibiu,Romania
SB-25-SOM,2024-10-15 09:20:58+00:00,YIEA,120L,Strada Carpaților,3 B,Sibiu,Romania
SB-25-SOM,2024-10-15 09:21:29+00:00,DOAY,120L,Strada Carpaților,9,Sibiu,Romania
SB-25-SOM,2024-10-15 09:23:27+00:00,PWCW,120L,Strada Carpaților,15,Sibiu,Romania
SB-25-SOM,2024-10-15 09:23:49+00:00,BT77,120L,Strada Carpaților,17,Sibiu,Romania
SB-25-SOM,2024-10-15 09:23:55+00:00,OXYS,120L,Strada Carpaților,16 A,Sibiu,Romania
SB-25-SOM,2024-10-15 09:25:01+00:00,JCPQ,120L,Strada Carpaților,21,Sibiu,Romania
SB-25-SOM,2024-10-15 09:25:26+00:00,QE67,120L,Strada Carpaților,23,Sibiu,Romania
SB-25-SOM,2024-10-15 09:25:43+00:00,U6RM,120L,Strada Carpaților,25,Sibiu,Romania
SB-25-SOM,2024-10-15 09:26:12+00:00,C7GGQV,120L,Strada Carpaților,29,Sibiu,Romania
SB-25-SOM,2024-10-15 09:26:21+00:00,H644,120L,Strada Carpaților,28,Sibiu,Romania
SB-25-SOM,2024-10-15 09:26:47+00:00,R7PR,120L,Strada Carpaților,31,Sibiu,Romania
SB-25-SOM,2024-10-15 09:27:10+00:00,6LTW,120L,Strada Carpaților,33,Sibiu,Romania
SB-25-SOM,2024-10-15 09:28:16+00:00,SCSO,120L,Strada Margaretelor,41,Sibiu,Romania
SB-25-SOM,2024-10-15 09:28:46+00:00,LP4Y,120L,Strada Țiglarilor,39,Sibiu,Romania
SB-25-SOM,2024-10-15 09:29:11+00:00,6MZI,120L,Strada Țiglarilor,35 A,Sibiu,Romania
SB-25-SOM,2024-10-15 09:30:02+00:00,6LPK,120L,Strada Țiglarilor,33 A,Sibiu,Romania
SB-25-SOM,2024-10-15 09:30:40+00:00,F3DJ,120L,Strada Țiglarilor,25,Sibiu,Romania
SB-25-SOM,2024-10-15 09:30:51+00:00,K2PH,120L,Strada Țiglarilor,21,Sibiu,Romania
SB-25-SOM,2024-10-15 09:31:19+00:00,X5VJW2,120L,Strada Țiglarilor,25,Sibiu,Romania
SB-25-SOM,2024-10-15 09:32:07+00:00,MHKA,120L,Strada Țiglarilor,11,Sibiu,Romania
SB-25-SOM,2024-10-15 09:32:36+00:00,2ZO3T5,240L,Strada Țiglarilor,7,Sibiu,Romania
SB-25-SOM,2024-10-15 09:32:41+00:00,5SD4,120L,Strada Țiglarilor,7,Sibiu,Romania
