route_id,Car,Datetime,Id,Capacity,Address,fill_level,Latitude,Longitude
2,SB-30-SOM,2024-10-15 07:54:05+00:00,UQOC,120L,"Strada Balea 19, Sibiu, Romania",38.0,45.7921738,24.1624786
2,SB-30-SOM,2024-10-15 07:56:40+00:00,XI3J,120L,"Strada Balea 11, Sibiu, Romania",92.0,45.7926963,24.1617645
2,SB-30-SOM,2024-10-15 07:57:21+00:00,BPKS,120L,"Strada Balea 7, Sibiu, Romania",41.0,45.7929372,24.1614192
2,SB-30-SOM,2024-10-15 07:58:02+00:00,ZJBL,120L,"Strada Balea 7, Sibiu, Romania",25.0,45.7929372,24.1614192
2,SB-30-SOM,2024-10-15 07:58:37+00:00,PZWGRR,120L,"Strada Balea 3, Sibiu, Romania",98.0,45.793147,24.161102
2,SB-30-SOM,2024-10-15 08:02:40+00:00,BVG5KV,1.100L,"Strada Bâlea 8, Sibiu, Romania",49.0,45.79249979999999,24.1612732
2,SB-30-SOM,2024-10-15 08:04:28+00:00,EEB7,120L,"Strada Balea 12, Sibiu, Romania",24.0,45.7916532,24.1623206
2,SB-30-SOM,2024-10-15 08:05:36+00:00,5KKL,120L,"Strada Spartacus 13, Sibiu, Romania",23.0,45.7907057,24.1631217
2,SB-30-SOM,2024-10-15 08:06:04+00:00,AQRN,120L,"Strada Spartacus 13 A, Sibiu, Romania",12.0,45.7907363,24.163232
2,SB-30-SOM,2024-10-15 08:06:43+00:00,6NINN2,120L,"Strada Spartacus 15, Sibiu, Romania",59.0,45.790547,24.16346
2,SB-30-SOM,2024-10-15 08:09:43+00:00,4GKMDN,120L,"Strada Balea 2, Sibiu, Romania",6.0,45.7940517,24.1598935
2,SB-30-SOM,2024-10-15 08:10:28+00:00,GKP3,120L,"Strada Constantin Noica 2, Sibiu, Romania",56.0,45.79376569999999,24.1596639
2,SB-30-SOM,2024-10-15 08:10:30+00:00,QGSO,120L,"Strada Constantin Noica 2, Sibiu, Romania",35.0,45.79376569999999,24.1596639
2,SB-30-SOM,2024-10-15 08:11:08+00:00,UTY5,120L,"Strada Constantin Noica 3, Sibiu, Romania",44.0,45.7932232,24.1593784
2,SB-30-SOM,2024-10-15 08:12:24+00:00,4IPOVU,120L,"Strada Constantin Noica 8, Sibiu, Romania",19.0,45.7933204,24.1585707
2,SB-30-SOM,2024-10-15 08:13:01+00:00,VVM3,120L,"Strada Constantin Noica 10, Sibiu, Romania",64.0,45.7930308,24.1581619
2,SB-30-SOM,2024-10-15 08:14:05+00:00,JLEN,120L,"Strada Constantin Noica 11, Sibiu, Romania",7.0,45.7925003,24.158028
2,SB-30-SOM,2024-10-15 08:15:15+00:00,DX5X,120L,"Strada Vartopu 6, Sibiu, Romania",15.0,45.7930399,24.1574063
2,SB-30-SOM,2024-10-15 08:15:25+00:00,DXZE,120L,"Strada Vartopu 1, Sibiu, Romania",13.0,45.7931044,24.1578527
2,SB-30-SOM,2024-10-15 08:16:24+00:00,PHLC,120L,"Strada Constantin Noica 12, Sibiu, Romania",75.0,45.7927672,24.1574548
2,SB-30-SOM,2024-10-15 08:18:22+00:00,QMRW,240L,"Strada Constantin Noica 20 A, Sibiu, Romania",86.0,45.7921181,24.1559759
2,SB-30-SOM,2024-10-15 08:19:17+00:00,FU57,120L,"Strada Constantin Noica 23, Sibiu, Romania",14.0,45.791982,24.1569965
2,SB-30-SOM,2024-10-15 08:19:33+00:00,7VIZ,120L,"Strada Constantin Noica 18, Sibiu, Romania",91.0,45.7924052,24.1565636
2,SB-30-SOM,2024-10-15 08:19:58+00:00,D7IW,120L,"Strada Constantin Noica 16, Sibiu, Romania",97.0,45.7925474,24.1570524
2,SB-30-SOM,2024-10-15 08:20:02+00:00,HV4N,120L,"Strada Constantin Noica 16, Sibiu, Romania",65.0,45.7925474,24.1570524
2,SB-30-SOM,2024-10-15 08:21:39+00:00,EELK,240L,"Strada Constantin Noica 20, Sibiu, Romania",31.0,45.7921181,24.1559759
2,SB-30-SOM,2024-10-15 08:22:17+00:00,X6RI,240L,"Strada Constantin Noica 20, Sibiu, Romania",86.0,45.7921181,24.1559759
2,SB-30-SOM,2024-10-15 08:23:15+00:00,VQ2Y,240L,"Strada Constantin Noica 20, Sibiu, Romania",62.0,45.7921181,24.1559759
2,SB-30-SOM,2024-10-15 08:23:44+00:00,Q3R2,120L,"Strada Constantin Noica 25, Sibiu, Romania",85.0,45.7916912,24.1563655
2,SB-30-SOM,2024-10-15 08:23:49+00:00,GLL3,120L,"Strada Constantin Noica 25, Sibiu, Romania",50.0,45.7916912,24.1563655
2,SB-30-SOM,2024-10-15 08:25:06+00:00,DQ7X,120L,"Strada Constantin Noica 22 A, Sibiu, Romania",24.0,45.79189700000001,24.1556152
2,SB-30-SOM,2024-10-15 08:25:27+00:00,KZ5DQA,120L,"Strada Constantin Noica 25 A, Sibiu, Romania",57.0,45.7916003,24.1560181
2,SB-30-SOM,2024-10-15 08:25:30+00:00,E5JX,120L,"Strada Constantin Noica 29, Sibiu, Romania",62.0,45.7915597,24.1558324
2,SB-30-SOM,2024-10-15 08:26:35+00:00,FZFR2E,120L,"Strada Constantin Noica 26, Sibiu, Romania",61.0,45.7916637,24.1552102
2,SB-30-SOM,2024-10-15 08:27:27+00:00,DFFQ,120L,"Strada Constantin Noica 33 A, Sibiu, Romania",21.0,45.79127099999999,24.1555444
2,SB-30-SOM,2024-10-15 08:27:53+00:00,XSDX,120L,"Strada Constantin Noica 33, Sibiu, Romania",57.0,45.79127099999999,24.1555444
2,SB-30-SOM,2024-10-15 08:28:03+00:00,DDMJ,120L,"Strada Constantin Noica 33 C, Sibiu, Romania",57.0,45.79127099999999,24.1555444
2,SB-30-SOM,2024-10-15 08:29:51+00:00,KOT4,120L,"Strada Constantin Noica 33 C, Sibiu, Romania",85.0,45.79127099999999,24.1555444
2,SB-30-SOM,2024-10-15 08:29:54+00:00,MG73,120L,"Strada Constantin Noica 37, Sibiu, Romania",48.0,45.7912049,24.1551473
2,SB-30-SOM,2024-10-15 08:30:25+00:00,GCGR,120L,"Strada Constantin Noica 39, Sibiu, Romania",51.0,45.7910464,24.154802
2,SB-30-SOM,2024-10-15 08:31:14+00:00,D4FX,120L,"Strada Constantin Noica 43, Sibiu, Romania",41.0,45.7907924,24.1543417
2,SB-30-SOM,2024-10-15 08:31:46+00:00,V7GD,120L,"Strada Constantin Noica 36, Sibiu, Romania",69.0,45.7911375,24.1538851
2,SB-30-SOM,2024-10-15 08:32:22+00:00,LTYP,120L,"Strada Constantin Noica 43 A, Sibiu, Romania",14.0,45.790853,24.1540701
2,SB-30-SOM,2024-10-15 08:32:24+00:00,EJU3,120L,"Strada Constantin Noica 45, Sibiu, Romania",53.0,45.790672,24.154063
2,SB-30-SOM,2024-10-15 08:33:09+00:00,VT3W,120L,"Strada Constantin Noica 47, Sibiu, Romania",59.0,45.79067089999999,24.1538097
2,SB-30-SOM,2024-10-15 08:33:24+00:00,T7XK,120L,"Strada Constantin Noica 42, Sibiu, Romania",100.0,45.790847,24.1533234
2,SB-30-SOM,2024-10-15 08:34:12+00:00,NAV7,120L,"Strada Constantin Noica 44 A, Sibiu, Romania",96.0,45.7907239,24.1530439
2,SB-30-SOM,2024-10-15 08:34:14+00:00,LSZK,120L,"Strada Constantin Noica 44, Sibiu, Romania",7.0,45.7907239,24.1530439
2,SB-30-SOM,2024-10-15 08:34:37+00:00,ZCAOHD,120L,"Strada Revoluției 1, Sibiu, Romania",52.0,45.7900275,24.1530369
2,SB-30-SOM,2024-10-15 08:35:54+00:00,3ROR,120L,"Strada Constantin Noica 53, Sibiu, Romania",59.0,45.7902305,24.1530649
2,SB-30-SOM,2024-10-15 08:36:36+00:00,GGJR,120L,"Strada Constantin Noica 48, Sibiu, Romania",4.0,45.79027929999999,24.1523124
2,SB-30-SOM,2024-10-15 08:37:24+00:00,DHVY,120L,"Strada Berăriei 13, Sibiu, Romania",67.0,45.790748,24.1523957
2,SB-30-SOM,2024-10-15 08:38:16+00:00,Z3Q6ZS,120L,"Strada Dobrun 10, Sibiu, Romania",5.0,45.7906758,24.1520872
2,SB-30-SOM,2024-10-15 08:38:47+00:00,L7HU,120L,"Strada Revoluției 5, Sibiu, Romania",95.0,45.7882744,24.1564405
2,SB-30-SOM,2024-10-15 08:39:50+00:00,I5QG,120L,"Strada Dobrun 8 A, Sibiu, Romania",93.0,45.790586,24.1519346
2,SB-30-SOM,2024-10-15 08:40:22+00:00,FUQBCW,120L,"Strada Dobrun 4, Sibiu, Romania",46.0,45.7903429,24.1514595
2,SB-30-SOM,2024-10-15 08:41:01+00:00,D3OBAA,240L,"Strada Constantin Noica 60, Sibiu, Romania",98.0,45.7900609,24.1511505
2,SB-30-SOM,2024-10-15 08:43:54+00:00,GPBCWR,120L,"Strada Piața Unirii 4, Sibiu, Romania",54.0,45.7901603,24.1496914
2,SB-30-SOM,2024-10-15 08:44:04+00:00,3V624D,120L,"Strada Piața Unirii 4, Sibiu, Romania",39.0,45.7901603,24.1496914
2,SB-30-SOM,2024-10-15 08:52:10+00:00,UYY7,120L,"Strada Constantin Noica 54, Sibiu, Romania",51.0,45.7901199,24.1516223
2,SB-30-SOM,2024-10-15 08:52:15+00:00,XSW3,120L,"Strada Constantin Noica 54, Sibiu, Romania",15.0,45.7901199,24.1516223
2,SB-30-SOM,2024-10-15 08:52:27+00:00,KPWA,120L,"Strada Constantin Noica 54, Sibiu, Romania",12.0,45.7901199,24.1516223
2,SB-30-SOM,2024-10-15 08:52:32+00:00,FA6J,120L,"Strada Constantin Noica 54, Sibiu, Romania",29.0,45.7901199,24.1516223
2,SB-30-SOM,2024-10-15 08:53:13+00:00,GLGN,120L,"Strada Constantin Noica 48, Sibiu, Romania",18.0,45.79027929999999,24.1523124
2,SB-30-SOM,2024-10-15 08:54:40+00:00,QQAP,120L,"Strada Ștefan cel Mare 3, Sibiu, Romania",16.0,45.7900065,24.1535857
2,SB-30-SOM,2024-10-15 08:54:47+00:00,G7FJ,120L,"Strada Ștefan cel Mare 3 B, Sibiu, Romania",62.0,45.7900065,24.1535857
2,SB-30-SOM,2024-10-15 08:55:31+00:00,N67S,120L,"Strada Ștefan cel Mare 7, Sibiu, Romania",18.0,45.7902665,24.1540334
2,SB-30-SOM,2024-10-15 08:55:32+00:00,G5QV,120L,"Strada Ștefan cel Mare 7 A, Sibiu, Romania",91.0,45.7902665,24.1540334
2,SB-30-SOM,2024-10-15 08:55:49+00:00,G3LE,120L,"Strada Ștefan cel Mare 7 C, Sibiu, Romania",57.0,45.7902665,24.1540334
2,SB-30-SOM,2024-10-15 08:55:54+00:00,G2YI,120L,"Strada Ștefan cel Mare 7 D, Sibiu, Romania",54.0,45.7902665,24.1540334
2,SB-30-SOM,2024-10-15 08:56:09+00:00,G2MC,120L,"Strada Ștefan cel Mare 7 E, Sibiu, Romania",89.0,45.7902665,24.1540334
2,SB-30-SOM,2024-10-15 08:56:51+00:00,6W7P,120L,"Strada Ștefan cel Mare 11, Sibiu, Romania",100.0,45.7901976,24.154707
2,SB-30-SOM,2024-10-15 08:57:30+00:00,FYQD,120L,"Strada Ștefan cel Mare 13 A, Sibiu, Romania",89.0,45.7902581,24.1549894
2,SB-30-SOM,2024-10-15 08:57:32+00:00,5X5M,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",61.0,45.79037839999999,24.1551978
2,SB-30-SOM,2024-10-15 08:57:46+00:00,65WS,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",22.0,45.79037839999999,24.1551978
2,SB-30-SOM,2024-10-15 08:58:17+00:00,5ZYU,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",8.0,45.79037839999999,24.1551978
2,SB-30-SOM,2024-10-15 08:58:30+00:00,FXZW,120L,"Strada Ștefan cel Mare 17 A, Sibiu, Romania",11.0,45.7903444,24.1557483
2,SB-30-SOM,2024-10-15 08:58:58+00:00,FWEG,120L,"Strada Ștefan cel Mare 17 C, Sibiu, Romania",0.0,45.7904302,24.1553971
2,SB-30-SOM,2024-10-15 08:58:59+00:00,FYNH,120L,"Strada Ștefan cel Mare 17 B, Sibiu, Romania",57.0,45.7904302,24.1553971
2,SB-30-SOM,2024-10-15 09:00:23+00:00,CCPU,120L,"Strada Ștefan cel Mare 21, Sibiu, Romania",0.0,45.7904627,24.1560711
2,SB-30-SOM,2024-10-15 09:00:52+00:00,FRNB,120L,"Strada Ștefan cel Mare 25 B, Sibiu, Romania",33.0,45.7907007,24.1564829
2,SB-30-SOM,2024-10-15 09:00:56+00:00,FT7Y,120L,"Strada Ștefan cel Mare 25 A, Sibiu, Romania",95.0,45.7907492,24.156709
2,SB-30-SOM,2024-10-15 09:01:31+00:00,AW4G,120L,"Strada Ștefan cel Mare 23, Sibiu, Romania",47.0,45.790799,24.156218
2,SB-30-SOM,2024-10-15 09:01:34+00:00,NZQI,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",88.0,45.7907007,24.1564829
2,SB-30-SOM,2024-10-15 09:02:31+00:00,CKFH5G,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",0.0,45.7907007,24.1564829
2,SB-30-SOM,2024-10-15 09:02:33+00:00,TEIH26,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",15.0,45.7907007,24.1564829
2,SB-30-SOM,2024-10-15 09:03:00+00:00,FPAB,120L,"Strada Ștefan cel Mare 27 A, Sibiu, Romania",60.0,45.7906498,24.1569044
2,SB-30-SOM,2024-10-15 09:03:29+00:00,AFPX,120L,"Strada Ștefan cel Mare 4, Sibiu, Romania",63.0,45.790268,24.1572612
2,SB-30-SOM,2024-10-15 09:03:31+00:00,FOII,120L,"Strada Ștefan cel Mare 4 A, Sibiu, Romania",62.0,45.790268,24.1572612
2,SB-30-SOM,2024-10-15 10:02:35+00:00,3JPC,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",68.0,45.7909446,24.2106185
2,SB-30-SOM,2024-10-15 10:02:38+00:00,JMFE,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",21.0,45.7909446,24.2106185
2,SB-30-SOM,2024-10-15 10:03:13+00:00,INLF2G,240L,"Strada Ștefan cel Mare 166, Sibiu, Romania",92.0,45.7909446,24.2106185
2,SB-30-SOM,2024-10-15 10:04:04+00:00,H2TG,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",66.0,45.7909446,24.2106185
2,SB-30-SOM,2024-10-15 10:04:31+00:00,6ZAW,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",75.0,45.7909446,24.2106185
2,SB-30-SOM,2024-10-15 10:15:02+00:00,4QKUNQ,240L,"Strada Ștefan cel Mare 197, Sibiu, Romania",25.0,45.7891436,24.1938974
2,SB-30-SOM,2024-10-15 10:27:13+00:00,IAUD,120L,"Strada Ștefan cel Mare 197 A, Sibiu, Romania",15.0,45.791362,24.2091265
2,SB-30-SOM,2024-10-15 10:43:55+00:00,R4WTEU,120L,"Strada Ștefan cel Mare 152, Sibiu, Romania",50.0,45.7861017,24.1920002
2,SB-30-SOM,2024-10-15 10:54:12+00:00,NMLTD3,120L,"Strada Ștefan cel Mare 30, Sibiu, Romania",100.0,45.7901018,24.1619779
2,SB-30-SOM,2024-10-15 11:03:54+00:00,G5FQOZ,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",85.0,45.7821425,24.1926167
2,SB-30-SOM,2024-10-15 11:07:51+00:00,5WP3P7,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",56.0,45.7821425,24.1926167
2,SB-30-SOM,2024-10-15 11:09:33+00:00,TSPC,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",28.0,45.7821425,24.1926167
2,SB-30-SOM,2024-10-15 11:14:18+00:00,7KPVEF,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",77.0,45.7805532,24.1938642
2,SB-30-SOM,2024-10-15 11:15:30+00:00,2XBH6X,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",91.0,45.7805532,24.1938642
2,SB-30-SOM,2024-10-15 11:16:21+00:00,KAN4FM,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",68.0,45.7805532,24.1938642
2,SB-30-SOM,2024-10-15 11:17:48+00:00,SUQIZF,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",46.0,45.7805532,24.1938642
2,SB-30-SOM,2024-10-15 11:35:09+00:00,OTBUCR,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",93.0,45.7862908,24.1930916
2,SB-30-SOM,2024-10-15 11:35:44+00:00,J5ZR2S,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",61.0,45.7862908,24.1930916
2,SB-30-SOM,2024-10-15 11:36:48+00:00,E7LF5S,1.100L,"Strada Ștefan cel Mare 156, Sibiu, Romania",68.0,45.7862908,24.1930916
2,SB-30-SOM,2024-10-15 11:49:55+00:00,R2STNH,120L,"Strada Oncesti 10, Sibiu, Romania",75.0,45.781793,24.1688364
2,SB-30-SOM,2024-10-15 11:50:44+00:00,ZOTG,120L,"Strada Oncesti 5, Sibiu, Romania",15.0,45.781822,24.1680461
2,SB-30-SOM,2024-10-15 11:51:05+00:00,6OLS,120L,"Strada Oncesti 3, Sibiu, Romania",89.0,45.781675,24.1678071
2,SB-30-SOM,2024-10-15 11:51:47+00:00,RYBY,120L,"Strada Oncesti 1, Sibiu, Romania",89.0,45.7820992,24.1700576
2,SB-30-SOM,2024-10-15 11:53:24+00:00,QUMGAG,1.100L,"Strada Semaforului 2, Sibiu, Romania",47.0,45.7818751,24.167202
2,SB-30-SOM,2024-10-15 11:54:54+00:00,LGKG,120L,"Strada Semaforului 4, Sibiu, Romania",84.0,45.782056,24.167543
2,SB-30-SOM,2024-10-15 11:57:30+00:00,PINFYG,120L,"Strada Semaforului 7, Sibiu, Romania",38.0,45.78281279999999,24.1681042
2,SB-30-SOM,,,,"DN1 FN, Cristian 557085",,45.7881108,24.0277246
3,SB-45-SOM,,,,"Strada Șelimbărului 90, Cisnădie, Romania",,45.7315361,24.1779393
3,SB-45-SOM,2024-10-15 03:24:16+00:00,OWQY,120L,"Strada Avram Iancu 12 A, Sibiu, Romania",99.0,45.7979918,24.1535478
3,SB-45-SOM,2024-10-15 03:25:27+00:00,OYQE,120L,"Strada Avram Iancu 13 A, Sibiu, Romania",32.0,45.7984854,24.153532
3,SB-45-SOM,2024-10-15 03:25:30+00:00,OYZ4,120L,"Strada Avram Iancu 13 A, Sibiu, Romania",93.0,45.7984854,24.153532
3,SB-45-SOM,2024-10-15 03:25:35+00:00,6B5I,120L,"Strada Avram Iancu 13, Sibiu, Romania",100.0,45.7984854,24.153532
3,SB-45-SOM,2024-10-15 03:26:26+00:00,Y6KM,120L,"Strada Avram Iancu 10, Sibiu, Romania",22.0,45.7979295,24.1533974
3,SB-45-SOM,2024-10-15 03:27:24+00:00,PAED,120L,"Strada Avram Iancu 9 B, Sibiu, Romania",9.0,45.7983602,24.1528471
3,SB-45-SOM,2024-10-15 03:27:27+00:00,PAFF,120L,"Strada Avram Iancu 9 A, Sibiu, Romania",68.0,45.7983602,24.1528471
3,SB-45-SOM,2024-10-15 03:27:53+00:00,PABD,120L,"Strada Avram Iancu 9 C, Sibiu, Romania",99.0,45.7983602,24.1528471
3,SB-45-SOM,2024-10-15 03:27:56+00:00,6VNM,120L,"Strada Avram Iancu 9, Sibiu, Romania",33.0,45.7983602,24.1528471
3,SB-45-SOM,2024-10-15 03:28:44+00:00,73FS,120L,"Strada Avram Iancu 7, Sibiu, Romania",51.0,45.7980895,24.1527786
3,SB-45-SOM,2024-10-15 03:28:57+00:00,FQWK,120L,"Strada Avram Iancu 8, Sibiu, Romania",94.0,45.797807,24.1532023
3,SB-45-SOM,2024-10-15 03:29:02+00:00,PBTE,120L,"Strada Avram Iancu 8, Sibiu, Romania",9.0,45.797807,24.1532023
3,SB-45-SOM,2024-10-15 03:29:42+00:00,DNFC,120L,"Strada Avram Iancu 5, Sibiu, Romania",18.0,45.7980228,24.1525201
3,SB-45-SOM,2024-10-15 03:29:54+00:00,632O,120L,"Strada Avram Iancu 5, Sibiu, Romania",57.0,45.7980228,24.1525201
3,SB-45-SOM,2024-10-15 03:29:58+00:00,6EFC,120L,"Strada Avram Iancu 6, Sibiu, Romania",95.0,45.7978133,24.1528624
3,SB-45-SOM,2024-10-15 03:31:11+00:00,GFIUQ4,120L,"Strada Avram Iancu 1, Sibiu, Romania",0.0,45.7976724,24.1522579
3,SB-45-SOM,2024-10-15 03:33:37+00:00,GSIDPB,240L,"Piața Mare 16, Sibiu, Romania",68.0,45.7973152,24.1526798
3,SB-45-SOM,2024-10-15 03:34:28+00:00,EF55AH,1.100L,"Piața Mare 16, Sibiu, Romania",3.0,45.7973152,24.1526798
3,SB-45-SOM,2024-10-15 03:35:34+00:00,F4OF6F,240L,"Piața Mare 14, Sibiu, Romania",15.0,45.7969574,24.1527428
3,SB-45-SOM,2024-10-15 03:35:37+00:00,FHKIOX,240L,"Piața Mare 14, Sibiu, Romania",23.0,45.7969574,24.1527428
3,SB-45-SOM,2024-10-15 03:38:12+00:00,ALEZ,240L,"Strada G-ral Gheorghe Magheru 1, Sibiu, Romania",79.0,45.7969157,24.15291
3,SB-45-SOM,2024-10-15 03:38:42+00:00,OREE,120L,"Strada G-ral Gheorghe Magheru 4, Sibiu, Romania",1.0,45.7960277,24.1536399
3,SB-45-SOM,2024-10-15 03:39:16+00:00,CKBYOO,120L,"Strada G-ral Gheorghe Magheru 2, Sibiu, Romania",91.0,45.7964507,24.1528864
3,SB-45-SOM,2024-10-15 03:39:19+00:00,W4NG,120L,"Piața Mare 10, Sibiu, Romania",31.0,45.7960617,24.1526662
3,SB-45-SOM,2024-10-15 03:40:31+00:00,R7EWOS,240L,"Piata mare 10, Sibiu, Romania",90.0,45.7960617,24.1526662
3,SB-45-SOM,2024-10-15 03:41:39+00:00,GWMTJB,240L,"piața mare 11, Sibiu, Romania",83.0,45.7964345,24.1523465
3,SB-45-SOM,2024-10-15 03:42:31+00:00,JEZC,120L,"Piața Mare 9 C, Sibiu, Romania",23.0,45.7962632,24.1521019
3,SB-45-SOM,2024-10-15 03:47:40+00:00,UUJUCY,1.100L,"Strada Arhivelor 1, Sibiu, Romania",11.0,45.79568039999999,24.1523007
3,SB-45-SOM,2024-10-15 03:48:20+00:00,YHGA,1.100L,"Strada Arhivelor 1, Sibiu, Romania",49.0,45.79568039999999,24.1523007
3,SB-45-SOM,2024-10-15 03:51:11+00:00,D4XT,240L,"Strada Nicolae Bălcescu 1, Sibiu, Romania",34.0,45.795286,24.1516065
3,SB-45-SOM,2024-10-15 03:51:17+00:00,2GHMIL,240L,"Strada Nicolae Bălcescu 1, Sibiu, Romania",32.0,45.795286,24.1516065
3,SB-45-SOM,2024-10-15 03:53:08+00:00,XMDUYK,120L,"Strada Nicolae Bălcescu 1, Sibiu, Romania",32.0,45.795286,24.1516065
3,SB-45-SOM,2024-10-15 03:53:11+00:00,CPLKJX,120L,"Strada Nicolae Bălcescu 3, Sibiu, Romania",60.0,45.7955854,24.1512819
3,SB-45-SOM,2024-10-15 03:54:07+00:00,Z65N,120L,"Strada Nicolae Bălcescu 5, Sibiu, Romania",50.0,45.79536239999999,24.151264
3,SB-45-SOM,2024-10-15 03:54:58+00:00,4UFQ,120L,"Strada Nicolae Bălcescu 7, Sibiu, Romania",42.0,45.7952323,24.1511041
3,SB-45-SOM,2024-10-15 03:55:43+00:00,J7WC7W,240L,"Strada Nicolae Bălcescu 9, Sibiu, Romania",100.0,45.7951765,24.1509286
3,SB-45-SOM,2024-10-15 04:01:18+00:00,AFXGZC,1.100L,"Strada Nicolae Bălcescu 6, Sibiu, Romania",11.0,45.7953394,24.1503169
3,SB-45-SOM,2024-10-15 04:03:15+00:00,5YJ5US,120L,"Strada Alexandru Papiu Ilarian 2, Sibiu, Romania",66.0,45.7945461,24.1507908
3,SB-45-SOM,2024-10-15 04:03:17+00:00,7Z5OJV,120L,"Strada Alexandru Papiu Ilarian 2, Sibiu, Romania",64.0,45.7945461,24.1507908
3,SB-45-SOM,2024-10-15 04:03:49+00:00,3BSO,120L,"Strada Nicolae Bălcescu 15, Sibiu, Romania",32.0,45.7946761,24.150561
3,SB-45-SOM,2024-10-15 04:05:43+00:00,JOYK,240L,"Strada Nicolae Bălcescu 14, Sibiu, Romania",39.0,45.7946845,24.1500042
3,SB-45-SOM,2024-10-15 04:05:48+00:00,SRWL,120L,"Strada Nicolae Bălcescu 14, Sibiu, Romania",73.0,45.7946845,24.1500042
3,SB-45-SOM,2024-10-15 04:06:35+00:00,GP43,240L,"Strada Nicolae Bălcescu 17, Sibiu, Romania",42.0,45.794416,24.1504848
3,SB-45-SOM,2024-10-15 04:08:22+00:00,Q7BX,120L,"Strada Nicolae Bălcescu 20, Sibiu, Romania",43.0,45.7941418,24.1500414
3,SB-45-SOM,2024-10-15 04:08:26+00:00,LLYONC,240L,"Strada Nicolae Bălcescu 20, Sibiu, Romania",28.0,45.7941418,24.1500414
3,SB-45-SOM,2024-10-15 04:12:51+00:00,4JT6V5,240L,"Strada Nicolae Bălcescu 33, Sibiu, Romania",12.0,45.793765,24.1501211
3,SB-45-SOM,2024-10-15 04:13:18+00:00,ICJFIE,240L,"Strada Nicolae Bălcescu 28, Sibiu, Romania",11.0,45.7938355,24.1497616
3,SB-45-SOM,2024-10-15 04:15:36+00:00,AE5BTG,240L,"Strada Nicolae Bălcescu 39, Sibiu, Romania",94.0,45.7934536,24.1498616
3,SB-45-SOM,2024-10-15 04:17:49+00:00,HZCYJJ,240L,"Strada Nicolae Bălcescu 51, Sibiu, Romania",45.0,45.7930326,24.1493054
3,SB-45-SOM,2024-10-15 04:19:25+00:00,M2F7,120L,"Strada Nicolae Bălcescu 47 C, Sibiu, Romania",1.0,45.7930979,24.1496141
3,SB-45-SOM,2024-10-15 04:23:44+00:00,M3VLEF,240L,"Piața Unirii 10, Sibiu, Romania",34.0,45.7923388,24.1480233
3,SB-45-SOM,2024-10-15 04:23:47+00:00,ZQZCLD,240L,"Piața Unirii 10, Sibiu, Romania",86.0,45.7923388,24.1480233
3,SB-45-SOM,2024-10-15 04:24:11+00:00,EWSTO2,240L,"Strada Andrei Șaguna 4, Sibiu, Romania",80.0,45.7922987,24.1468913
3,SB-45-SOM,2024-10-15 04:24:26+00:00,STNZIZ,240L,"Strada Andrei Șaguna 4, Sibiu, Romania",89.0,45.7922987,24.1468913
3,SB-45-SOM,2024-10-15 04:25:50+00:00,ZW62PU,240L,"Strada Andrei Șaguna 4, Sibiu, Romania",7.0,45.7922987,24.1468913
3,SB-45-SOM,2024-10-15 04:28:38+00:00,V4LT5O,120L,"Strada Andrei Șaguna 5, Sibiu, Romania",92.0,45.7921862,24.1464521
3,SB-45-SOM,2024-10-15 04:28:41+00:00,TUOP4X,120L,"Strada Andrei Șaguna 5, Sibiu, Romania",25.0,45.7921862,24.1464521
3,SB-45-SOM,2024-10-15 04:29:45+00:00,X2LIGZ,240L,"Strada Andrei Șaguna 7, Sibiu, Romania",73.0,45.79233060000001,24.1461026
3,SB-45-SOM,2024-10-15 04:29:47+00:00,MQP7,120L,"Strada Andrei Șaguna 7, Sibiu, Romania",89.0,45.79233060000001,24.1461026
3,SB-45-SOM,2024-10-15 04:30:43+00:00,OLSL,120L,"Strada Andrei Șaguna 9 A, Sibiu, Romania",33.0,45.7923073,24.1458163
3,SB-45-SOM,2024-10-15 04:30:47+00:00,TNGM,120L,"Strada Andrei Șaguna 9, Sibiu, Romania",6.0,45.7923073,24.1458163
3,SB-45-SOM,2024-10-15 04:31:05+00:00,XG6O,120L,"Strada Andrei Șaguna 8, Sibiu, Romania",67.0,45.7926401,24.1463162
